GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000235169	1	3689352	3692546	14	5	8094095	-0.59077	0.72266	SMIM1
ENSG00000130764	1	3696784	3713068	73	11	8094095	-0.68413	0.75305	LRRC47
ENSG00000116198	1	3728645	3773778	307	15	8094095	0.78293	0.21683	CEP104
ENSG00000169598	1	3773845	3801993	112	10	8094095	-0.84302	0.80039	DFFB
ENSG00000198912	1	3805689	3816857	40	5	8094095	0.031358	0.48749	C1orf174
ENSG00000196581	1	4714792	4852594	594	64	8094095	-0.61248	0.72989	AJAP1
ENSG00000131697	1	5922871	6052533	386	15	8094095	0.92811	0.17668	NPHP4
ENSG00000069424	1	6051526	6161253	202	27	8094095	1.1382	0.12751	KCNAB2
ENSG00000268332	1	6100630	6101399	2	1	8094095	0.04602	0.48165	AL035406.1
ENSG00000116254	1	6161853	6240183	292	25	8094095	0.6995	0.24212	CHD5
ENSG00000116251	1	6241329	6269449	28	2	8094095	0.10197	0.45939	RPL22
ENSG00000158286	1	6265535	6281359	3	1	8094095	-0.54215	0.70614	RNF207
ENSG00000116237	1	6281253	6296032	2	1	8094095	-0.12993	0.55169	ICMT
ENSG00000173673	1	6304252	6305638	3	1	8094095	0.39344	0.347	HES3
ENSG00000158292	1	6307406	6321035	22	2	8094095	-0.56192	0.71291	GPR153
ENSG00000097021	1	6324329	6454451	379	16	8094095	0.25021	0.40121	ACOT7
ENSG00000069812	1	6472478	6484730	44	7	8094095	-0.52099	0.69881	HES2
ENSG00000187017	1	6484848	6521430	103	9	8094095	-0.6821	0.75241	ESPN
ENSG00000215788	1	6521211	6526255	10	2	8094095	-0.99953	0.84123	TNFRSF25
ENSG00000171680	1	6526152	6580121	120	16	8094095	-1.7579	0.96062	PLEKHG5
ENSG00000162408	1	6581407	6614595	129	3	8094095	-0.15093	0.55998	NOL9
ENSG00000173662	1	6615241	6639817	39	5	8094095	-0.16143	0.56412	TAS1R1
ENSG00000204859	1	6640061	6649340	13	5	8094095	-0.15503	0.5616	ZBTB48
ENSG00000162413	1	6650784	6674667	45	9	8094095	-0.47004	0.68084	KLHL21
ENSG00000116273	1	6673745	6684093	23	5	8094095	-0.40788	0.65832	PHF13
ENSG00000041988	1	6684926	6695646	31	5	8094095	-0.023873	0.50952	THAP3
ENSG00000007923	1	6694228	6761984	161	16	8094095	0.80172	0.21136	DNAJC11
ENSG00000171735	1	6845384	7829766	2725	162	8094095	0.41923	0.33752	CAMTA1
ENSG00000049245	1	7831329	7841492	36	8	8094095	1.666	0.047853	VAMP3
ENSG00000049246	1	7844380	7905237	258	19	8094095	0.7688	0.221	PER3
ENSG00000049247	1	7903143	7913572	45	12	8094095	1.7193	0.042784	UTS2
ENSG00000049249	1	7979907	8000926	43	6	8094095	-1.9068	0.97172	TNFRSF9
ENSG00000116288	1	8014351	8045565	64	8	8094095	0.04117	0.48358	PARK7
ENSG00000116285	1	8064464	8086368	35	5	8094095	-0.095624	0.53809	ERRFI1
ENSG00000162426	1	8377886	8404227	88	13	8094095	0.47963	0.31575	SLC45A1
ENSG00000142599	1	8412457	8877702	800	21	8094095	0.72523	0.23415	RERE
ENSG00000074800	1	8921061	8939308	33	5	8094095	-1.2811	0.89992	ENO1
ENSG00000131686	1	9005926	9035151	83	13	8094095	0.1575	0.43743	CA6
ENSG00000197241	1	9063359	9086404	54	12	8094095	1.5571	0.05972	SLC2A7
ENSG00000142583	1	9095166	9148537	218	23	8094095	0.94905	0.1713	SLC2A5
ENSG00000180758	1	9160364	9189229	76	8	8094095	-0.55356	0.71006	GPR157
ENSG00000049239	1	9294834	9331396	101	14	8094095	-1.2172	0.88823	H6PD
ENSG00000171621	1	9352939	9429591	292	38	8094095	0.62198	0.26698	SPSB1
ENSG00000171612	1	9599541	9645237	57	6	8094095	-1.5485	0.93925	SLC25A33
ENSG00000188807	1	9648932	9674935	31	4	8094095	-0.1725	0.56848	TMEM201
ENSG00000171608	1	9711790	9789172	127	20	8094095	0.34298	0.36581	PIK3CD
ENSG00000179840	1	9712668	9714644	5	1	8094095	-0.3138	0.62316	C1orf200
ENSG00000171603	1	9789084	9884584	114	8	8094095	0.44086	0.32966	CLSTN1
ENSG00000178585	1	9908334	9970394	59	7	8094095	0.79291	0.21392	CTNNBIP1
ENSG00000162441	1	9982173	10003465	48	6	8094095	1.4334	0.075874	LZIC
ENSG00000173614	1	10003486	10045559	82	9	8094095	0.10907	0.45657	NMNAT1
ENSG00000162444	1	10057264	10076078	43	5	8094095	-0.80101	0.78844	RBP7
ENSG00000130939	1	10092890	10241297	310	13	8094095	-0.89914	0.81571	UBE4B
ENSG00000054523	1	10270863	10441661	593	14	8094095	0.37597	0.35347	KIF1B
ENSG00000142657	1	10458649	10480201	51	6	8094095	0.58046	0.2808	PGD
ENSG00000251503	1	10490159	10512210	68	5	8094095	1.656	0.048862	APITD1-CORT
ENSG00000175279	1	10490159	10512210	68	5	8094095	1.656	0.048862	APITD1
ENSG00000241563	1	10509776	10511959	4	2	8094095	1.7942	0.036389	CORT
ENSG00000160049	1	10516579	10532583	28	5	8094095	1.6747	0.046996	DFFA
ENSG00000142655	1	10532345	10690815	360	18	8094095	1.8292	0.033685	PEX14
ENSG00000130940	1	10696661	10856707	249	35	8094095	0.14087	0.44398	CASZ1
ENSG00000175262	1	11006528	11042094	120	13	8094095	-0.087505	0.53487	C1orf127
ENSG00000120948	1	11072414	11085796	28	2	8094095	0.43688	0.3311	TARDBP
ENSG00000009724	1	11086580	11107290	48	4	8094095	0.93247	0.17555	MASP2
ENSG00000116649	1	11114641	11120081	10	3	8094095	1.544	0.061293	SRM
ENSG00000171824	1	11126675	11159938	99	5	8094095	1.5102	0.065494	EXOSC10
ENSG00000198793	1	11166592	11322564	324	7	8094095	0.044923	0.48208	MTOR
ENSG00000171819	1	11249398	11256038	14	2	8094095	0.22339	0.41161	ANGPTL7
ENSG00000120942	1	11333263	11356106	29	3	8094095	0.088638	0.46468	UBIAD1
ENSG00000204624	1	11539223	11597641	149	13	8094095	-0.30289	0.61901	PTCHD2
ENSG00000116661	1	11708424	11715842	1	1	8094095	-0.48004	0.6844	FBXO2
ENSG00000132879	1	11714432	11723384	8	2	8094095	-0.2332	0.5922	FBXO44
ENSG00000116663	1	11724181	11734411	13	2	8094095	0.17991	0.42861	FBXO6
ENSG00000116670	1	11734537	11751707	11	2	8094095	-1.2344	0.89148	MAD2L2
ENSG00000162490	1	11751786	11785914	79	12	8094095	0.20902	0.41721	DRAXIN
ENSG00000177674	1	11796141	11814859	1	1	8094095	0.90324	0.1832	AGTRAP
ENSG00000215910	1	11821844	11849642	171	11	8094095	0.87908	0.18968	C1orf167
ENSG00000177000	1	11845780	11866977	90	10	8094095	1.1069	0.13418	MTHFR
ENSG00000011021	1	11866207	11903201	216	14	8094095	1.0945	0.13687	CLCN6
ENSG00000175206	1	11905766	11908402	18	4	8094095	-0.23247	0.59191	NPPA
ENSG00000120937	1	11917521	11918988	2	1	8094095	0.10892	0.45663	NPPB
ENSG00000116685	1	11979648	11986485	22	6	8094095	0.40256	0.34363	KIAA2013
ENSG00000083444	1	11994262	12035595	119	11	8094095	-0.79486	0.78665	PLOD1
ENSG00000116688	1	12040238	12073571	97	8	8094095	-1.388	0.91743	MFN2
ENSG00000116691	1	12079523	12092102	21	4	8094095	0.6446	0.25959	MIIP
ENSG00000120949	1	12123434	12204264	117	21	8094095	1.2623	0.10342	TNFRSF8
ENSG00000028137	1	12227060	12269285	107	9	8094095	-2.2826	0.98877	TNFRSF1B
ENSG00000048707	1	12290124	12572099	294	13	8094095	0.91782	0.17936	VPS13D
ENSG00000162496	1	12627939	12677737	152	23	8094095	1.6123	0.053453	DHRS3
ENSG00000204518	1	12704566	12727097	35	2	8094095	-0.20628	0.58171	AADACL4
ENSG00000188984	1	12776118	12788726	47	6	8094095	-0.46882	0.6804	AADACL3
ENSG00000157330	1	12806163	12823847	52	7	8094095	0.82176	0.20561	C1orf158
ENSG00000116726	1	12834984	12838049	8	2	8094095	-0.37939	0.6478	PRAMEF12
ENSG00000116721	1	12851546	12856777	22	4	8094095	1.5715	0.058028	PRAMEF1
ENSG00000204513	1	12884468	12891264	4	2	8094095	1.2164	0.11192	PRAMEF11
ENSG00000179172	1	12907261	12908578	5	2	8094095	1.3282	0.092058	HNRNPCL1
ENSG00000120952	1	12916941	12921764	38	5	8094095	1.892	0.029248	PRAMEF2
ENSG00000243073	1	12939045	12946025	31	3	8094095	1.9944	0.023054	PRAMEF4
ENSG00000232423	1	12998181	13117751	3	1	8094095	0.23359	0.40765	PRAMEF6
ENSG00000162494	1	13801445	13840543	71	14	8094095	0.63617	0.26233	LRRC38
ENSG00000162493	1	13909960	13944452	85	17	8094095	-1.2738	0.89863	PDPN
ENSG00000116731	1	14026693	14151574	332	21	8094095	-1.652	0.95073	PRDM2
ENSG00000189337	1	14925200	15444539	1520	128	8094095	-0.38801	0.651	KAZN
ENSG00000171729	1	15479028	15546976	377	25	8094095	0.26452	0.39569	TMEM51
ENSG00000204464	1	15490840	15497813	28	7	8094095	0.31478	0.37646	C1orf195
ENSG00000142621	1	15573768	15726779	396	35	8094095	0.3071	0.37938	FHAD1
ENSG00000142634	1	15736391	15756839	42	10	8094095	1.2077	0.11358	EFHD2
ENSG00000162438	1	15764935	15775737	22	5	8094095	-0.66716	0.74767	CTRC
ENSG00000142615	1	15783223	15798586	65	9	8094095	-1.0901	0.86217	CELA2A
ENSG00000215704	1	15792404	15817895	91	12	8094095	-1.0797	0.85986	CELA2B
ENSG00000132906	1	15817327	15853029	157	8	8094095	-0.85437	0.80355	CASP9
ENSG00000116138	1	15853308	15918874	237	12	8094095	-1.4291	0.92351	DNAJC16
ENSG00000116771	1	15898848	15911605	63	5	8094095	-1.6088	0.94617	AGMAT
ENSG00000197312	1	15943995	15995539	132	6	8094095	-0.31764	0.62462	DDI2
ENSG00000215695	1	15986364	15988217	3	2	8094095	-1.0078	0.84322	RSC1A1
ENSG00000116786	1	16010827	16061264	164	12	8094095	-1.4472	0.92609	PLEKHM2
ENSG00000162461	1	16062900	16067891	6	2	8094095	0.68472	0.24676	SLC25A34
ENSG00000162460	1	16068917	16074477	19	4	8094095	0.20821	0.41753	TMEM82
ENSG00000162458	1	16083102	16113089	70	9	8094095	0.28956	0.38608	FBLIM1
ENSG00000065526	1	16174359	16266955	166	17	8094095	0.883	0.18862	SPEN
ENSG00000116809	1	16268364	16302627	57	10	8094095	0.60337	0.27313	ZBTB17
ENSG00000183888	1	16330731	16335302	18	5	8094095	1.1634	0.12233	C1orf64
ENSG00000173641	1	16340523	16346089	49	5	8094095	0.017848	0.49288	HSPB7
ENSG00000186510	1	16345370	16360545	89	11	8094095	-0.070262	0.52801	CLCNKA
ENSG00000184908	1	16370272	16383803	136	13	8094095	-0.83142	0.79713	CLCNKB
ENSG00000185519	1	16384264	16400127	84	9	8094095	-1.0544	0.85414	FAM131C
ENSG00000142627	1	16450832	16482582	53	10	8094095	-0.56862	0.71519	EPHA2
ENSG00000142632	1	16524349	16539104	63	5	8094095	-0.00031074	0.50012	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	8094095	2.1766	0.014756	C1orf134
ENSG00000132881	1	16558195	16563657	15	6	8094095	1.1625	0.12252	RSG1
ENSG00000037637	1	16573334	16678949	258	9	8094095	1.0324	0.15093	FBXO42
ENSG00000055070	1	16679070	16724640	123	12	8094095	-0.14649	0.55823	SZRD1
ENSG00000187144	1	16713612	16763919	144	20	8094095	-1.0701	0.8577	SPATA21
ENSG00000157191	1	16767167	16786573	40	8	8094095	-0.50102	0.69182	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	8094095	-0.60346	0.7269	FAM231B
ENSG00000058453	1	17066768	17299474	160	12	8094095	0.10695	0.45742	CROCC
ENSG00000117122	1	17300997	17307330	18	4	8094095	2.2792	0.011327	MFAP2
ENSG00000159363	1	17312453	17338423	47	7	8094095	2.4721	0.0067164	ATP13A2
ENSG00000117118	1	17345217	17380665	126	10	8094095	-0.51163	0.69554	SDHB
ENSG00000117115	1	17393256	17445948	254	12	8094095	-0.22717	0.58985	PADI2
ENSG00000142623	1	17531621	17572500	111	24	8094095	-0.12582	0.55006	PADI1
ENSG00000142619	1	17575593	17610728	168	22	8094095	0.77741	0.21846	PADI3
ENSG00000159339	1	17634690	17690499	306	21	8094095	0.8086	0.20937	PADI4
ENSG00000269468	1	17655507	17676070	151	11	8094095	0.30105	0.38169	AC004824.2
ENSG00000179051	1	17733256	17766220	79	10	8094095	0.55295	0.29015	RCC2
ENSG00000074964	1	17866330	18024369	245	17	8094095	-0.43548	0.66839	ARHGEF10L
ENSG00000117148	1	18081808	18153558	197	17	8094095	0.092972	0.46296	ACTL8
ENSG00000117154	1	18434240	18704977	774	77	8094095	0.89815	0.18455	IGSF21
ENSG00000179023	1	18807424	18812478	26	5	8094095	0.54088	0.29429	KLHDC7A
ENSG00000009709	1	18957500	19075360	219	27	8094095	1.714	0.043267	PAX7
ENSG00000179002	1	19166093	19186176	114	17	8094095	-1.0369	0.85011	TAS1R2
ENSG00000255275	1	19175767	19247615	270	26	8094095	-0.3822	0.64884	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	123	15	8094095	0.044861	0.48211	ALDH4A1
ENSG00000169991	1	19230775	19283180	130	20	8094095	0.65282	0.25694	IFFO2
ENSG00000127481	1	19401000	19536770	292	16	8094095	-0.16687	0.56627	UBR4
ENSG00000127463	1	19542158	19578046	115	13	8094095	1.2569	0.1044	EMC1
ENSG00000053372	1	19578033	19586622	58	8	8094095	0.34141	0.3664	MRTO4
ENSG00000162482	1	19609052	19615744	29	5	8094095	0.27849	0.39032	AKR7A3
ENSG00000053371	1	19630459	19638640	24	8	8094095	0.51697	0.30259	AKR7A2
ENSG00000040487	1	19638820	19655794	97	12	8094095	0.46131	0.32229	PQLC2
ENSG00000077549	1	19665267	19812066	597	23	8094095	1.4531	0.073103	CAPZB
ENSG00000270136	1	19923473	19984549	193	27	8094095	0.98678	0.16188	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	83	12	8094095	0.95049	0.17093	MINOS1
ENSG00000158747	1	19967048	19984945	64	16	8094095	0.71292	0.23795	NBL1
ENSG00000158748	1	19991780	20006055	30	4	8094095	1.9365	0.026401	HTR6
ENSG00000162542	1	20008706	20126438	309	28	8094095	0.56082	0.28746	TMCO4
ENSG00000178828	1	20140523	20141771	4	2	8094095	-0.5025	0.69234	RNF186
ENSG00000169914	1	20209006	20239438	87	13	8094095	-0.15763	0.56263	OTUD3
ENSG00000188784	1	20246502	20250110	9	4	8094095	1.5688	0.05835	PLA2G2E
ENSG00000188257	1	20301925	20306932	8	4	8094095	-1.077	0.85926	PLA2G2A
ENSG00000127472	1	20354672	20417683	218	22	8094095	-0.64005	0.73893	PLA2G5
ENSG00000117215	1	20438432	20446050	5	2	8094095	-1.4973	0.93284	PLA2G2D
ENSG00000158786	1	20465819	20476879	2	1	8094095	-0.36364	0.64194	PLA2G2F
ENSG00000187980	1	20487746	20503917	51	9	8094095	-1.5042	0.93373	PLA2G2C
ENSG00000162543	1	20512578	20522541	9	3	8094095	0.53419	0.2966	UBXN10
ENSG00000158816	1	20617412	20681387	253	21	8094095	2.1408	0.016145	VWA5B1
ENSG00000162545	1	20808884	20812713	2	1	8094095	1.2386	0.10775	CAMK2N1
ENSG00000090432	1	20825943	20834654	24	7	8094095	0.73423	0.23141	MUL1
ENSG00000183114	1	20878932	20881512	4	1	8094095	1.8159	0.03469	FAM43B
ENSG00000158825	1	20915441	20945401	145	19	8094095	1.4433	0.074462	CDA
ENSG00000158828	1	20959948	20978004	92	11	8094095	0.44674	0.32753	PINK1
ENSG00000244038	1	20978270	20988000	36	6	8094095	0.033141	0.48678	DDOST
ENSG00000117245	1	20990507	21044510	198	35	8094095	0.3445	0.36523	KIF17
ENSG00000189410	1	21046225	21059330	35	8	8094095	0.76677	0.22161	SH2D5
ENSG00000127483	1	21069154	21113816	118	15	8094095	0.60559	0.2724	HP1BP3
ENSG00000075151	1	21132963	21503377	801	21	8094095	0.38478	0.3502	EIF4G3
ENSG00000117298	1	21543740	21671997	346	32	8094095	-0.21917	0.58674	ECE1
ENSG00000142794	1	21766621	21811498	174	13	8094095	1.2821	0.099912	NBPF3
ENSG00000162551	1	21835858	21904905	327	27	8094095	0.52418	0.30008	ALPL
ENSG00000076864	1	21922708	21995801	294	38	8094095	-0.10657	0.54244	RAP1GAP
ENSG00000090686	1	22004791	22110099	366	27	8094095	-0.80569	0.78979	USP48
ENSG00000187942	1	22138758	22151714	36	13	8094095	0.93092	0.17595	LDLRAD2
ENSG00000142798	1	22148738	22263790	357	28	8094095	-0.17372	0.56896	HSPG2
ENSG00000219073	1	22303514	22325135	209	18	8094095	1.01	0.15626	CELA3B
ENSG00000142789	1	22328149	22339032	66	7	8094095	1.1386	0.12744	CELA3A
ENSG00000070831	1	22379120	22419437	111	13	8094095	0.45823	0.32339	CDC42
ENSG00000162552	1	22443798	22470462	91	13	8094095	1.8485	0.032263	WNT4
ENSG00000184677	1	22778344	22857650	132	12	8094095	0.09516	0.46209	ZBTB40
ENSG00000070886	1	22890057	22930087	184	22	8094095	0.43093	0.33326	EPHA8
ENSG00000173372	1	22962999	22966101	6	3	8094095	0.7958	0.21307	C1QA
ENSG00000159189	1	22970123	22974603	22	4	8094095	1.0701	0.14229	C1QC
ENSG00000173369	1	22979255	22988031	28	6	8094095	2.0238	0.021494	C1QB
ENSG00000133216	1	23037332	23241818	401	42	8094095	0.97361	0.16512	EPHB2
ENSG00000215906	1	23279536	23291831	35	8	8094095	0.83407	0.20212	LACTBL1
ENSG00000227868	1	23337327	23342343	8	2	8094095	1.1402	0.12709	C1orf234
ENSG00000004487	1	23345941	23410182	74	6	8094095	1.0691	0.14252	KDM1A
ENSG00000169641	1	23410516	23504301	194	17	8094095	1.4163	0.07835	LUZP1
ENSG00000179546	1	23516993	23521222	15	3	8094095	0.738	0.23026	HTR1D
ENSG00000125944	1	23630264	23670829	42	6	8094095	0.98927	0.16126	HNRNPR
ENSG00000125945	1	23685941	23695935	26	4	8094095	0.33046	0.37053	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	8094095	1.0553	0.14566	C1orf213
ENSG00000204219	1	23707554	23751233	113	14	8094095	1.7477	0.040256	TCEA3
ENSG00000088280	1	23755056	23811061	129	13	8094095	0.35265	0.36217	ASAP3
ENSG00000007968	1	23832922	23857712	57	7	8094095	0.2995	0.38228	E2F2
ENSG00000117318	1	23884409	23886285	7	3	8094095	-0.69569	0.75669	ID3
ENSG00000197880	1	23907985	23967058	88	14	8094095	1.2268	0.10994	MDS2
ENSG00000142676	1	24018269	24022915	3	1	8094095	1.2484	0.10595	RPL11
ENSG00000011007	1	24069645	24088549	15	5	8094095	1.4615	0.071943	TCEB3
ENSG00000057757	1	24104895	24114722	7	2	8094095	1.3695	0.085415	PITHD1
ENSG00000011009	1	24117460	24122029	4	1	8094095	1.4521	0.073239	LYPLA2
ENSG00000117308	1	24122089	24127271	1	1	8094095	-0.86616	0.8068	GALE
ENSG00000117305	1	24128375	24165110	51	3	8094095	0.16597	0.43409	HMGCL
ENSG00000179163	1	24171567	24194784	50	5	8094095	0.59253	0.27675	FUCA1
ENSG00000188822	1	24197016	24285549	236	12	8094095	-0.15015	0.55968	CNR2
ENSG00000189266	1	24285599	24289952	1	1	8094095	1.3276	0.09215	PNRC2
ENSG00000188529	1	24291294	24307417	2	1	8094095	1.3582	0.0872	SRSF10
ENSG00000142661	1	24382525	24438665	198	19	8094095	0.1852	0.42654	MYOM3
ENSG00000142677	1	24446261	24469611	68	12	8094095	0.767	0.22154	IL22RA1
ENSG00000185436	1	24480647	24514449	146	18	8094095	-0.14815	0.55889	IFNLR1
ENSG00000158055	1	24645812	24690972	89	17	8094095	0.71492	0.23733	GRHL3
ENSG00000001460	1	24683489	24743424	178	16	8094095	0.71183	0.23828	STPG1
ENSG00000001461	1	24742284	24799466	167	14	8094095	0.51483	0.30334	NIPAL3
ENSG00000117602	1	24829387	24867530	132	14	8094095	1.1362	0.12794	RCAN3
ENSG00000184454	1	24882602	24935819	270	25	8094095	0.11472	0.45434	NCMAP
ENSG00000133226	1	24958207	24999758	47	8	8094095	1.0931	0.13718	SRRM1
ENSG00000169504	1	25071848	25170815	103	8	8094095	0.33373	0.36929	CLIC4
ENSG00000020633	1	25226002	25291612	99	15	8094095	1.6589	0.048568	RUNX3
ENSG00000117614	1	25549170	25558993	4	2	8094095	1.0396	0.14927	SYF2
ENSG00000117616	1	25568728	25664704	37	7	8094095	1.6314	0.051408	C1orf63
ENSG00000187010	1	25598884	25656936	12	2	8094095	0.9966	0.15948	RHD
ENSG00000183726	1	25664408	25688852	19	3	8094095	2.6876	0.0035988	TMEM50A
ENSG00000188672	1	25688740	25756683	84	3	8094095	2.6079	0.0045555	RHCE
ENSG00000204178	1	25757388	25826700	101	2	8094095	2.294	0.010895	TMEM57
ENSG00000157978	1	25870071	25895377	26	2	8094095	0.46272	0.32178	LDLRAP1
ENSG00000117643	1	25943959	26112698	244	19	8094095	-0.5231	0.69955	MAN1C1
ENSG00000162430	1	26126667	26144713	52	4	8094095	0.17656	0.42993	SEPN1
ENSG00000255054	1	26137961	26150235	36	3	8094095	0.33334	0.36944	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	34	2	8094095	0.43253	0.33268	MTFR1L
ENSG00000223474	1	26145212	26147288	6	2	8094095	0.83375	0.20221	AL020996.1
ENSG00000127423	1	26158414	26185903	74	2	8094095	0.2048	0.41886	AUNIP
ENSG00000182749	1	26187701	26197744	7	2	8094095	0.23042	0.40888	PAQR7
ENSG00000117632	1	26210672	26233482	29	4	8094095	0.84481	0.19911	STMN1
