GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000162591	1	3406484	3528059	852	131	1474097	-1.3987	0.91905	MEGF6
ENSG00000158109	1	3541566	3546691	26	10	1474097	-0.23981	0.59476	TPRG1L
ENSG00000116213	1	3547331	3569325	104	32	1474097	0.079073	0.46849	WRAP73
ENSG00000078900	1	3569084	3652765	502	113	1474097	-0.75426	0.77465	TP73
ENSG00000162592	1	3668962	3688209	128	40	1474097	0.54283	0.29362	CCDC27
ENSG00000235169	1	3689352	3692546	19	10	1474097	-0.011758	0.50469	SMIM1
ENSG00000130764	1	3696784	3713068	124	30	1474097	0.63182	0.26375	LRRC47
ENSG00000116198	1	3728645	3773778	397	33	1474097	-0.14901	0.55923	CEP104
ENSG00000169598	1	3773845	3801993	254	42	1474097	-0.28386	0.61174	DFFB
ENSG00000198912	1	3805689	3816857	74	19	1474097	-1.055	0.85429	C1orf174
ENSG00000196581	1	4714792	4852594	1023	125	1474097	0.84403	0.19933	AJAP1
ENSG00000131697	1	5922871	6052533	717	51	1474097	-1.0633	0.85619	NPHP4
ENSG00000069424	1	6051526	6161253	586	94	1474097	0.95053	0.17092	KCNAB2
ENSG00000268332	1	6100630	6101399	6	3	1474097	-0.40989	0.65906	AL035406.1
ENSG00000116254	1	6161853	6240183	450	74	1474097	0.96165	0.16811	CHD5
ENSG00000116251	1	6241329	6269449	111	31	1474097	0.67888	0.24861	RPL22
ENSG00000158286	1	6265535	6281359	75	18	1474097	1.2298	0.10938	RNF207
ENSG00000116237	1	6281253	6296032	69	20	1474097	0.30003	0.38208	ICMT
ENSG00000173673	1	6304252	6305638	7	3	1474097	-0.049845	0.51988	HES3
ENSG00000158292	1	6307406	6321035	62	11	1474097	-1.478	0.9303	GPR153
ENSG00000097021	1	6324329	6454451	747	52	1474097	-0.86007	0.80512	ACOT7
ENSG00000069812	1	6472478	6484730	55	14	1474097	0.55542	0.2893	HES2
ENSG00000187017	1	6484848	6521430	171	30	1474097	0.15152	0.43978	ESPN
ENSG00000215788	1	6521211	6526255	31	17	1474097	-0.68267	0.75259	TNFRSF25
ENSG00000171680	1	6526152	6580121	273	59	1474097	0.36092	0.35908	PLEKHG5
ENSG00000162408	1	6581407	6614595	174	15	1474097	0.28134	0.38922	NOL9
ENSG00000173662	1	6615241	6639817	124	30	1474097	0.099735	0.46028	TAS1R1
ENSG00000204859	1	6640061	6649340	25	15	1474097	1.3776	0.084159	ZBTB48
ENSG00000162413	1	6650784	6674667	101	36	1474097	0.91559	0.17994	KLHL21
ENSG00000116273	1	6673745	6684093	36	12	1474097	-0.78942	0.78507	PHF13
ENSG00000041988	1	6684926	6695646	49	14	1474097	0.26535	0.39537	THAP3
ENSG00000007923	1	6694228	6761984	266	41	1474097	-0.62923	0.7354	DNAJC11
ENSG00000171735	1	6845384	7829766	4603	340	1474097	-0.94337	0.82725	CAMTA1
ENSG00000049245	1	7831329	7841492	55	19	1474097	-2.0997	0.98212	VAMP3
ENSG00000049246	1	7844380	7905237	308	40	1474097	-0.59685	0.7247	PER3
ENSG00000049247	1	7903143	7913572	54	19	1474097	-0.77356	0.78041	UTS2
ENSG00000049249	1	7979907	8000926	81	21	1474097	-1.1693	0.87886	TNFRSF9
ENSG00000116288	1	8014351	8045565	138	38	1474097	0.17967	0.4287	PARK7
ENSG00000116285	1	8064464	8086368	73	26	1474097	0.25408	0.39972	ERRFI1
ENSG00000162426	1	8377886	8404227	126	28	1474097	-0.74883	0.77302	SLC45A1
ENSG00000142599	1	8412457	8877702	1457	62	1474097	-0.98842	0.83853	RERE
ENSG00000074800	1	8921061	8939308	57	20	1474097	2.0479	0.020283	ENO1
ENSG00000131686	1	9005926	9035151	196	50	1474097	-0.74535	0.77197	CA6
ENSG00000197241	1	9063359	9086404	128	47	1474097	-1.7008	0.95551	SLC2A7
ENSG00000142583	1	9095166	9148537	277	41	1474097	-0.02653	0.51058	SLC2A5
ENSG00000180758	1	9160364	9189229	128	28	1474097	2.0704	0.019208	GPR157
ENSG00000049239	1	9294834	9331396	202	55	1474097	1.0867	0.13859	H6PD
ENSG00000171621	1	9352939	9429591	541	84	1474097	-0.21304	0.58435	SPSB1
ENSG00000171612	1	9599541	9645237	179	42	1474097	-0.30467	0.61969	SLC25A33
ENSG00000188807	1	9648932	9674935	120	36	1474097	-0.58553	0.72091	TMEM201
ENSG00000171608	1	9711790	9789172	368	73	1474097	-2.5498	0.99461	PIK3CD
ENSG00000179840	1	9712668	9714644	9	5	1474097	0.28202	0.38896	C1orf200
ENSG00000171603	1	9789084	9884584	486	34	1474097	0.43256	0.33267	CLSTN1
ENSG00000178585	1	9908334	9970394	274	48	1474097	-0.60646	0.7279	CTNNBIP1
ENSG00000162441	1	9982173	10003465	75	24	1474097	0.78281	0.21687	LZIC
ENSG00000173614	1	10003486	10045559	152	37	1474097	1.3657	0.086024	NMNAT1
ENSG00000162444	1	10057264	10076078	65	14	1474097	1.9466	0.025789	RBP7
ENSG00000130939	1	10092890	10241297	592	47	1474097	1.9815	0.023765	UBE4B
ENSG00000054523	1	10270863	10441661	787	32	1474097	1.0012	0.15837	KIF1B
ENSG00000142657	1	10458649	10480201	86	21	1474097	1.2784	0.10055	PGD
ENSG00000175279	1	10490159	10512210	89	20	1474097	1.3223	0.093042	APITD1
ENSG00000251503	1	10490159	10512210	89	20	1474097	1.3223	0.093042	APITD1-CORT
ENSG00000241563	1	10509776	10511959	5	3	1474097	1.4892	0.06822	CORT
ENSG00000160049	1	10516579	10532583	63	29	1474097	1.123	0.13073	DFFA
ENSG00000142655	1	10532345	10690815	616	71	1474097	-0.018559	0.5074	PEX14
ENSG00000130940	1	10696661	10856707	804	148	1474097	0.62441	0.26618	CASZ1
ENSG00000175262	1	11006528	11042094	206	40	1474097	-1.3579	0.91275	C1orf127
ENSG00000120948	1	11072414	11085796	52	18	1474097	-0.75483	0.77483	TARDBP
ENSG00000009724	1	11086580	11107290	105	24	1474097	-0.11856	0.54719	MASP2
ENSG00000116649	1	11114641	11120081	15	7	1474097	-0.64646	0.74101	SRM
ENSG00000171824	1	11126675	11159938	154	19	1474097	0.0086072	0.49657	EXOSC10
ENSG00000198793	1	11166592	11322564	580	31	1474097	0.12188	0.4515	MTOR
ENSG00000171819	1	11249398	11256038	29	9	1474097	0.73305	0.23176	ANGPTL7
ENSG00000120942	1	11333263	11356106	64	17	1474097	-0.65561	0.74396	UBIAD1
ENSG00000204624	1	11539223	11597641	237	36	1474097	0.57052	0.28416	PTCHD2
ENSG00000116661	1	11708424	11715842	40	25	1474097	0.81508	0.20751	FBXO2
ENSG00000132879	1	11714432	11723384	39	17	1474097	0.80076	0.21164	FBXO44
ENSG00000116663	1	11724181	11734411	57	22	1474097	-0.23319	0.59219	FBXO6
ENSG00000116670	1	11734537	11751707	102	27	1474097	-0.88944	0.81312	MAD2L2
ENSG00000162490	1	11751786	11785914	167	47	1474097	-1.6729	0.95283	DRAXIN
ENSG00000177674	1	11796141	11814859	89	20	1474097	-0.24716	0.59761	AGTRAP
ENSG00000215910	1	11821844	11849642	210	23	1474097	0.21343	0.4155	C1orf167
ENSG00000177000	1	11845780	11866977	122	24	1474097	-0.27433	0.60808	MTHFR
ENSG00000011021	1	11866207	11903201	286	24	1474097	-0.027813	0.51109	CLCN6
ENSG00000175206	1	11905766	11908402	18	8	1474097	1.0906	0.13773	NPPA
ENSG00000120937	1	11917521	11918988	4	2	1474097	0.19847	0.42134	NPPB
ENSG00000116685	1	11979648	11986485	36	15	1474097	-2.3157	0.98971	KIAA2013
ENSG00000083444	1	11994262	12035595	212	37	1474097	-1.4834	0.93101	PLOD1
ENSG00000116688	1	12040238	12073571	141	28	1474097	-2.2735	0.9885	MFN2
ENSG00000116691	1	12079523	12092102	48	18	1474097	-1.5093	0.93439	MIIP
ENSG00000120949	1	12123434	12204264	400	93	1474097	-0.86774	0.80723	TNFRSF8
ENSG00000028137	1	12227060	12269285	213	43	1474097	0.79316	0.21384	TNFRSF1B
ENSG00000048707	1	12290124	12572099	987	55	1474097	1.0588	0.14485	VPS13D
ENSG00000162496	1	12627939	12677737	266	58	1474097	-1.564	0.94109	DHRS3
ENSG00000204518	1	12704566	12727097	123	26	1474097	1.3199	0.093438	AADACL4
ENSG00000188984	1	12776118	12788726	77	19	1474097	-0.11604	0.54619	AADACL3
ENSG00000157330	1	12806163	12823847	99	20	1474097	0.16452	0.43466	C1orf158
ENSG00000116726	1	12834984	12838049	16	8	1474097	-0.68176	0.75231	PRAMEF12
ENSG00000116721	1	12851546	12856777	15	7	1474097	-1.1424	0.87335	PRAMEF1
ENSG00000204513	1	12884468	12891264	25	10	1474097	-0.44671	0.67246	PRAMEF11
ENSG00000179172	1	12907261	12908578	4	2	1474097	-0.091579	0.53648	HNRNPCL1
ENSG00000120952	1	12916941	12921764	28	7	1474097	-1.9615	0.97509	PRAMEF2
ENSG00000243073	1	12939045	12946025	10	7	1474097	-0.38257	0.64898	PRAMEF4
ENSG00000187545	1	12952727	12958101	1	1	1474097	-1.3432	0.9104	PRAMEF10
ENSG00000232423	1	12998181	13117751	7	4	1474097	0.032336	0.4871	PRAMEF6
ENSG00000204491	1	13474689	13477522	1	1	1474097	0.98913	0.1613	PRAMEF18
ENSG00000204479	1	13716092	13719089	1	1	1474097	-1.4207	0.9223	PRAMEF17
ENSG00000162494	1	13801445	13840543	277	64	1474097	1.0865	0.13863	LRRC38
ENSG00000162493	1	13909960	13944452	209	60	1474097	-0.62799	0.735	PDPN
ENSG00000116731	1	14026693	14151574	620	54	1474097	-0.34956	0.63667	PRDM2
ENSG00000189337	1	14925200	15444539	3171	305	1474097	0.024029	0.49041	KAZN
ENSG00000171729	1	15479028	15546976	495	49	1474097	0.20622	0.41831	TMEM51
ENSG00000204464	1	15490840	15497813	41	14	1474097	-0.058668	0.52339	C1orf195
ENSG00000142621	1	15573768	15726779	831	116	1474097	0.73855	0.23009	FHAD1
ENSG00000142634	1	15736391	15756839	128	39	1474097	0.62206	0.26695	EFHD2
ENSG00000162438	1	15764935	15775737	47	20	1474097	-0.58087	0.71934	CTRC
ENSG00000142615	1	15783223	15798586	90	21	1474097	-0.413	0.6602	CELA2A
ENSG00000215704	1	15792404	15817895	132	33	1474097	1.2464	0.10631	CELA2B
ENSG00000132906	1	15817327	15853029	201	24	1474097	1.0463	0.1477	CASP9
ENSG00000116138	1	15853308	15918874	318	26	1474097	0.76157	0.22316	DNAJC16
ENSG00000116771	1	15898848	15911605	72	14	1474097	0.44182	0.32931	AGMAT
ENSG00000197312	1	15943995	15995539	190	23	1474097	0.55289	0.29017	DDI2
ENSG00000215695	1	15986364	15988217	7	5	1474097	-1.1578	0.87653	RSC1A1
ENSG00000116786	1	16010827	16061264	241	35	1474097	-0.4965	0.69023	PLEKHM2
ENSG00000162461	1	16062900	16067891	15	9	1474097	-0.31806	0.62478	SLC25A34
ENSG00000162460	1	16068917	16074477	37	14	1474097	1.3464	0.089094	TMEM82
ENSG00000162458	1	16083102	16113089	149	34	1474097	-1.6268	0.94811	FBLIM1
ENSG00000065526	1	16174359	16266955	343	55	1474097	-0.68483	0.75328	SPEN
ENSG00000116809	1	16268364	16302627	122	44	1474097	-0.039418	0.51572	ZBTB17
ENSG00000183888	1	16330731	16335302	28	13	1474097	-0.24623	0.59725	C1orf64
ENSG00000173641	1	16340523	16346089	56	8	1474097	-0.36013	0.64063	HSPB7
ENSG00000186510	1	16345370	16360545	131	29	1474097	-0.87317	0.80872	CLCNKA
ENSG00000184908	1	16370272	16383803	146	24	1474097	-2.0044	0.97748	CLCNKB
ENSG00000185519	1	16384264	16400127	85	17	1474097	-2.9994	0.99865	FAM131C
ENSG00000142627	1	16450832	16482582	128	46	1474097	-1.6574	0.95128	EPHA2
ENSG00000142632	1	16524349	16539104	76	14	1474097	-0.41015	0.65915	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	1474097	-1.1051	0.86545	C1orf134
ENSG00000132881	1	16558195	16563657	21	10	1474097	-1.3902	0.91776	RSG1
ENSG00000037637	1	16573334	16678949	379	31	1474097	-0.017945	0.50716	FBXO42
ENSG00000055070	1	16679070	16724640	175	36	1474097	0.77065	0.22046	SZRD1
ENSG00000187144	1	16713612	16763919	242	58	1474097	-0.78402	0.78349	SPATA21
ENSG00000157191	1	16767167	16786573	80	28	1474097	2.0708	0.019187	NECAP2
ENSG00000268674	1	16865561	16866070	2	1	1474097	-0.20745	0.58217	FAM231B
ENSG00000219481	1	16888814	16940057	9	6	1474097	0.46451	0.32114	NBPF1
ENSG00000058453	1	17066768	17299474	377	51	1474097	1.3661	0.085946	CROCC
ENSG00000117122	1	17300997	17307330	24	10	1474097	-0.28578	0.61248	MFAP2
ENSG00000159363	1	17312453	17338423	96	31	1474097	-0.82035	0.79399	ATP13A2
ENSG00000117118	1	17345217	17380665	165	23	1474097	-0.61222	0.7298	SDHB
ENSG00000117115	1	17393256	17445948	372	36	1474097	-0.74729	0.77256	PADI2
ENSG00000142623	1	17531621	17572500	282	79	1474097	-0.46792	0.68008	PADI1
ENSG00000142619	1	17575593	17610728	256	41	1474097	0.10515	0.45813	PADI3
ENSG00000159339	1	17634690	17690499	391	44	1474097	0.20785	0.41767	PADI4
ENSG00000269468	1	17655507	17676070	180	21	1474097	0.21917	0.41326	AC004824.2
ENSG00000179051	1	17733256	17766220	168	47	1474097	-1.2811	0.89993	RCC2
ENSG00000074964	1	17866330	18024369	860	94	1474097	-1.1266	0.87003	ARHGEF10L
ENSG00000117148	1	18081808	18153558	333	43	1474097	-0.18495	0.57337	ACTL8
ENSG00000117154	1	18434240	18704977	1633	227	1474097	-1.2159	0.88799	IGSF21
ENSG00000179023	1	18807424	18812478	33	9	1474097	-0.17606	0.56988	KLHDC7A
ENSG00000009709	1	18957500	19075360	638	123	1474097	-0.98201	0.83695	PAX7
ENSG00000179002	1	19166093	19186176	155	33	1474097	-0.85082	0.80257	TAS1R2
ENSG00000255275	1	19175767	19247615	546	65	1474097	1.6688	0.047576	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	228	44	1474097	1.6024	0.054535	ALDH4A1
ENSG00000169991	1	19230775	19283180	308	58	1474097	1.1107	0.13335	IFFO2
ENSG00000127481	1	19401000	19536770	470	48	1474097	-0.26816	0.60571	UBR4
ENSG00000127463	1	19542158	19578046	162	29	1474097	-0.87646	0.80961	EMC1
ENSG00000053372	1	19578033	19586622	64	12	1474097	-0.58948	0.72223	MRTO4
ENSG00000162482	1	19609052	19615744	38	9	1474097	0.01635	0.49348	AKR7A3
ENSG00000053371	1	19630459	19638640	38	18	1474097	0.29665	0.38337	AKR7A2
ENSG00000040487	1	19638820	19655794	112	21	1474097	0.12796	0.44909	PQLC2
ENSG00000077549	1	19665267	19812066	878	48	1474097	1.8509	0.032091	CAPZB
ENSG00000270136	1	19923473	19984549	334	47	1474097	0.58774	0.27835	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	168	23	1474097	0.66023	0.25455	MINOS1
ENSG00000158747	1	19967048	19984945	100	38	1474097	-0.19601	0.5777	NBL1
ENSG00000158748	1	19991780	20006055	75	23	1474097	-0.49237	0.68877	HTR6
ENSG00000162542	1	20008706	20126438	631	98	1474097	0.23379	0.40757	TMCO4
ENSG00000178828	1	20140523	20141771	11	7	1474097	0.3148	0.37646	RNF186
ENSG00000169914	1	20209006	20239438	122	33	1474097	-0.91526	0.81997	OTUD3
ENSG00000188784	1	20246502	20250110	25	9	1474097	-0.051137	0.52039	PLA2G2E
ENSG00000188257	1	20301925	20306932	28	16	1474097	-0.13231	0.55263	PLA2G2A
ENSG00000127472	1	20354672	20417683	343	44	1474097	-2.2339	0.98725	PLA2G5
ENSG00000117215	1	20438432	20446050	41	20	1474097	-0.23012	0.591	PLA2G2D
ENSG00000158786	1	20465819	20476879	50	30	1474097	-1.417	0.92176	PLA2G2F
ENSG00000187980	1	20487746	20503917	78	22	1474097	-0.23918	0.59452	PLA2G2C
ENSG00000162543	1	20512578	20522541	31	19	1474097	-0.4333	0.6676	UBXN10
ENSG00000158816	1	20617412	20681387	385	53	1474097	0.95982	0.16857	VWA5B1
ENSG00000162545	1	20808884	20812713	11	7	1474097	-1.4338	0.92418	CAMK2N1
ENSG00000090432	1	20825943	20834654	47	20	1474097	0.43045	0.33343	MUL1
ENSG00000183114	1	20878932	20881512	8	4	1474097	-0.96946	0.83384	FAM43B
ENSG00000158825	1	20915441	20945401	178	38	1474097	-1.2077	0.88641	CDA
ENSG00000158828	1	20959948	20978004	108	21	1474097	-1.4294	0.92356	PINK1
ENSG00000244038	1	20978270	20988000	50	16	1474097	-2.5036	0.99385	DDOST
ENSG00000117245	1	20990507	21044510	350	75	1474097	-0.67763	0.751	KIF17
ENSG00000189410	1	21046225	21059330	59	20	1474097	0.13971	0.44445	SH2D5
ENSG00000127483	1	21069154	21113816	142	32	1474097	-0.50631	0.69368	HP1BP3
ENSG00000075151	1	21132963	21503377	1238	54	1474097	1.0925	0.1373	EIF4G3
ENSG00000117298	1	21543740	21671997	674	90	1474097	0.079698	0.46824	ECE1
ENSG00000142794	1	21766621	21811498	234	36	1474097	0.69839	0.24247	NBPF3
ENSG00000162551	1	21835858	21904905	429	51	1474097	-1.1505	0.87503	ALPL
ENSG00000076864	1	21922708	21995801	387	61	1474097	-0.40827	0.65846	RAP1GAP
ENSG00000090686	1	22004791	22110099	552	56	1474097	0.12514	0.45021	USP48
ENSG00000187942	1	22138758	22151714	75	38	1474097	1.4206	0.077711	LDLRAD2
ENSG00000142798	1	22148738	22263790	635	76	1474097	1.5416	0.061588	HSPG2
ENSG00000219073	1	22303514	22325135	139	27	1474097	1.0048	0.15749	CELA3B
ENSG00000142789	1	22328149	22339032	54	16	1474097	1.7149	0.043185	CELA3A
ENSG00000070831	1	22379120	22419437	175	40	1474097	2.0526	0.020054	CDC42
ENSG00000162552	1	22443798	22470462	149	40	1474097	2.9864	0.0014112	WNT4
ENSG00000184677	1	22778344	22857650	282	44	1474097	-0.48036	0.68452	ZBTB40
ENSG00000070886	1	22890057	22930087	212	44	1474097	-2.0422	0.97944	EPHA8
ENSG00000173372	1	22962999	22966101	15	9	1474097	-1.2194	0.88865	C1QA
ENSG00000159189	1	22970123	22974603	27	7	1474097	0.61357	0.26975	C1QC
ENSG00000173369	1	22979255	22988031	45	14	1474097	0.24854	0.40186	C1QB
ENSG00000133216	1	23037332	23241818	1027	118	1474097	-1.1423	0.87333	EPHB2
ENSG00000215906	1	23279536	23291831	52	17	1474097	-0.48908	0.68761	LACTBL1
ENSG00000227868	1	23337327	23342343	18	8	1474097	-1.3825	0.91659	C1orf234
ENSG00000004487	1	23345941	23410182	177	43	1474097	0.1172	0.45335	KDM1A
ENSG00000169641	1	23410516	23504301	297	41	1474097	0.15506	0.43839	LUZP1
ENSG00000179546	1	23516993	23521222	21	10	1474097	0.12809	0.44904	HTR1D
ENSG00000125944	1	23630264	23670829	141	36	1474097	1.6406	0.050435	HNRNPR
ENSG00000125945	1	23685941	23695935	43	13	1474097	1.5084	0.065729	ZNF436
ENSG00000249087	1	23695490	23698332	6	4	1474097	1.0311	0.15125	C1orf213
ENSG00000204219	1	23707554	23751233	215	51	1474097	0.23696	0.40635	TCEA3
ENSG00000088280	1	23755056	23811061	217	42	1474097	0.86165	0.19444	ASAP3
ENSG00000007968	1	23832922	23857712	93	23	1474097	-1.1922	0.88341	E2F2
ENSG00000117318	1	23884409	23886285	15	8	1474097	-0.013648	0.50544	ID3
ENSG00000197880	1	23907985	23967058	251	77	1474097	0.7463	0.22774	MDS2
ENSG00000142676	1	24018269	24022915	19	7	1474097	-0.055632	0.52218	RPL11
ENSG00000011007	1	24069645	24088549	67	13	1474097	0.63249	0.26353	TCEB3
ENSG00000057757	1	24104895	24114722	29	17	1474097	-0.92538	0.82262	PITHD1
ENSG00000011009	1	24117460	24122029	9	5	1474097	-1.1254	0.86979	LYPLA2
ENSG00000117308	1	24122089	24127271	7	5	1474097	0.56361	0.28651	GALE
ENSG00000117305	1	24128375	24165110	93	20	1474097	0.024404	0.49027	HMGCL
ENSG00000179163	1	24171567	24194784	74	22	1474097	-1.424	0.92278	FUCA1
ENSG00000188822	1	24197016	24285549	384	37	1474097	-0.47389	0.68221	CNR2
ENSG00000189266	1	24285599	24289952	5	2	1474097	0.95512	0.16976	PNRC2
ENSG00000188529	1	24291294	24307417	7	3	1474097	-0.7182	0.76368	SRSF10
ENSG00000142661	1	24382525	24438665	343	50	1474097	-0.26947	0.60622	MYOM3
ENSG00000142677	1	24446261	24469611	116	33	1474097	-0.30794	0.62094	IL22RA1
ENSG00000185436	1	24480647	24514449	217	44	1474097	-0.089842	0.53579	IFNLR1
ENSG00000158055	1	24645812	24690972	204	60	1474097	-0.052826	0.52106	GRHL3
ENSG00000001460	1	24683489	24743424	286	38	1474097	-0.95404	0.82997	STPG1
ENSG00000001461	1	24742284	24799466	329	43	1474097	-1.4079	0.92043	NIPAL3
ENSG00000117602	1	24829387	24867530	188	33	1474097	0.40692	0.34203	RCAN3
ENSG00000184454	1	24882602	24935819	312	46	1474097	-1.082	0.86037	NCMAP
ENSG00000133226	1	24958207	24999758	108	38	1474097	-1.107	0.86586	SRRM1
ENSG00000169504	1	25071848	25170815	286	51	1474097	-0.021723	0.50867	CLIC4
ENSG00000020633	1	25226002	25291612	282	74	1474097	0.93878	0.17392	RUNX3
ENSG00000117614	1	25549170	25558993	42	13	1474097	-1.8948	0.97094	SYF2
